,issue_id,issue_comments,issue_desc,created_at,closed_at
6432,WFCORE-2223,"When {{embed-server}} command is used more times in the CLI and a custom {{JBOSS_MODULEPATH}} is configured, then only the first server start uses the correct module path.
The subsequent `embed-server` call results in error:
{code}
Cannot start embedded server: WFLYEMB0022: Cannot invoke 'start' on embedded process: WFLYSRV0118: Determined modules directory does not exist: /tmp/jboss-eap-7.0-no-modules/modules
{code}

Using the  {{JBOSS_MODULEPATH}} environment variable is documented in https://access.redhat.com/documentation/en/red-hat-jboss-enterprise-application-platform/7.0/single/configuration-guide/#define_an_external_jboss_eap_module_directory",,,
6436,WFCORE-2216,"reload command should manage to reconnect to a server reconfigured with https management interface.
",,,
6447,WFCORE-2215,"The following failure is produced when trying to force replacement of deployments in JBoss EAP 7.1.0.DR10 with high level command:

{code}[domain@localhost:9990 /] deploy ~/testing/eap/7.0.0/jboss-eap-7.0.0.GA-quickstarts/helloworld/target/jboss-helloworld.war --server-groups=main-server-group
[domain@localhost:9990 /] deploy ~/testing/eap/7.0.0/jboss-eap-7.0.0.GA-quickstarts/helloworld/target/jboss-helloworld.war --force                          
{""host-failure-descriptions"" => {""hc1"" => ""WFLYDC0041: A slave domain controller cannot accept deployment content uploads""}}
{code}

This operation is referenced in community documentation: [Application deployment|https://docs.jboss.org/author/display/WFLY/Application+deployment]
This operation works with JBoss EAP 7.0 and 6.4.
",,,
6448,WFCORE-2211,When constructing CredentialSource and all possibilities are exhausted return null to indicate that there is no further chance to obtain the credential.,,,
6451,WFCORE-2210,Marshalling credential-store (ObjectType) attributes wrongly uses custom attribute marshaller.,,,
6456,WFCORE-2203,"Outcome of successful removal of a server controlled by a slave HC in managed domain with multiple hosts lists outcomes of all the steps, polluting the CLI:
{code}    [domain@localhost:9990 /] /host=msimka-t450.brq.redhat.com/server-config=server-one:remove
    {
        ""outcome"" => ""success"",
        ""result"" => {
            ""step-1"" => {""outcome"" => ""success""},
            ""step-2"" => {""outcome"" => ""success""},
            ""step-3"" => {""outcome"" => ""success""},
            ""step-4"" => {""outcome"" => ""success""},
            ""step-5"" => {""outcome"" => ""success""},
            ""step-6"" => {""outcome"" => ""success""},
            ""step-7"" => {""outcome"" => ""success""},
            ""step-8"" => {""outcome"" => ""success""},
            ""step-9"" => {""outcome"" => ""success""},
            ""step-10"" => {""outcome"" => ""success""},
            ""step-11"" => {""outcome"" => ""success""},
            ""step-12"" => {""outcome"" => ""success""},
            ""step-13"" => {""outcome"" => ""success""},
            ""step-14"" => {""outcome"" => ""success""},
            ""step-15"" => {""outcome"" => ""success""},
            ""step-16"" => {""outcome"" => ""success""},
            ""step-17"" => {""outcome"" => ""success""},
            ""step-18"" => {""outcome"" => ""success""},
            ""step-19"" => {""outcome"" => ""success""},
            ""step-20"" => {""outcome"" => ""success""},
            ""step-21"" => {""outcome"" => ""success""},
            ""step-22"" => {""outcome"" => ""success""},
            ""step-23"" => {""outcome"" => ""success""},
            ""step-24"" => {""outcome"" => ""success""},
            ""step-25"" => {""outcome"" => ""success""},
            ""step-26"" => {""outcome"" => ""success""},
            ""step-27"" => {""outcome"" => ""success""},
            ""step-28"" => {""outcome"" => ""success""},
            ""step-29"" => {""outcome"" => ""success""},
            ""step-30"" => {""outcome"" => ""success""},
            ""step-31"" => {""outcome"" => ""success""},
            ""step-32"" => {""outcome"" => ""success""},
            ""step-33"" => {""outcome"" => ""success""},
            ""step-34"" => {""outcome"" => ""success""},
            ""step-35"" => {""outcome"" => ""success""},
            ""step-36"" => {
                ""outcome"" => ""success"",
                ""result"" => undefined
            },
            ""step-37"" => {""outcome"" => ""success""},
            ""step-38"" => {""outcome"" => ""success""},
            ""step-39"" => {""outcome"" => ""success""},
            ""step-40"" => {""outcome"" => ""success""},
            ""step-41"" => {""outcome"" => ""success""},
            ""step-42"" => {""outcome"" => ""success""},
            ""step-43"" => {""outcome"" => ""success""},
            ""step-44"" => {""outcome"" => ""success""},
            ""step-45"" => {""outcome"" => ""success""},
            ""step-46"" => {""outcome"" => ""success""},
            ""step-47"" => {""outcome"" => ""success""},
            ""step-48"" => {""outcome"" => ""success""},
            ""step-49"" => {""outcome"" => ""success""},
            ""step-50"" => {""outcome"" => ""success""},
            ""step-51"" => {""outcome"" => ""success""},
            ""step-52"" => {""outcome"" => ""success""},
            ""step-53"" => {""outcome"" => ""success""},
            ""step-54"" => {""outcome"" => ""success""},
            ""step-55"" => {""outcome"" => ""success""},
            ""step-56"" => {""outcome"" => ""success""},
            ""step-57"" => {""outcome"" => ""success""},
            ""step-58"" => {""outcome"" => ""success""},
            ""step-59"" => {""outcome"" => ""success""},
            ""step-60"" => {""outcome"" => ""success""},
            ""step-61"" => {""outcome"" => ""success""},
            ""step-62"" => {""outcome"" => ""success""},
            ""step-63"" => {""outcome"" => ""success""},
            ""step-64"" => {""outcome"" => ""success""},
            ""step-65"" => {""outcome"" => ""success""},
            ""step-66"" => {""outcome"" => ""success""},
            ""step-67"" => {""outcome"" => ""success""},
            ""step-68"" => {""outcome"" => ""success""},
            ""step-69"" => {""outcome"" => ""success""},
            ""step-70"" => {""outcome"" => ""success""},
            ""step-71"" => {""outcome"" => ""success""},
            ""step-72"" => {""outcome"" => ""success""},
            ""step-73"" => {""outcome"" => ""success""},
            ""step-74"" => {""outcome"" => ""success""},
            ""step-75"" => {""outcome"" => ""success""},
            ""step-76"" => {""outcome"" => ""success""},
            ""step-77"" => {""outcome"" => ""success""},
            ""step-78"" => {""outcome"" => ""success""},
            ""step-79"" => {""outcome"" => ""success""},
            ""step-80"" => {""outcome"" => ""success""},
            ""step-81"" => {""outcome"" => ""success""},
            ""step-82"" => {""outcome"" => ""success""},
            ""step-83"" => {""outcome"" => ""success""},
            ""step-84"" => {""outcome"" => ""success""},
            ""step-85"" => {""outcome"" => ""success""},
            ""step-86"" => {""outcome"" => ""success""},
            ""step-87"" => {""outcome"" => ""success""},
            ""step-88"" => {""outcome"" => ""success""},
            ""step-89"" => {""outcome"" => ""success""},
            ""step-90"" => {""outcome"" => ""success""},
            ""step-91"" => {""outcome"" => ""success""},
            ""step-92"" => {""outcome"" => ""success""},
            ""step-93"" => {""outcome"" => ""success""},
            ""step-94"" => {""outcome"" => ""success""},
            ""step-95"" => {""outcome"" => ""success""},
            ""step-96"" => {""outcome"" => ""success""},
            ""step-97"" => {""outcome"" => ""success""},
            ""step-98"" => {""outcome"" => ""success""},
            ""step-99"" => {""outcome"" => ""success""},
            ""step-100"" => {""outcome"" => ""success""},
            ""step-101"" => {""outcome"" => ""success""},
            ""step-102"" => {""outcome"" => ""success""},
            ""step-103"" => {""outcome"" => ""success""},
            ""step-104"" => {""outcome"" => ""success""},
            ""step-105"" => {""outcome"" => ""success""},
            ""step-106"" => {""outcome"" => ""success""},
            ""step-107"" => {""outcome"" => ""success""},
            ""step-108"" => {""outcome"" => ""success""},
            ""step-109"" => {""outcome"" => ""success""},
            ""step-110"" => {""outcome"" => ""success""},
            ""step-111"" => {""outcome"" => ""success""},
            ""step-112"" => {""outcome"" => ""success""},
            ""step-113"" => {""outcome"" => ""success""},
            ""step-114"" => {""outcome"" => ""success""},
            ""step-115"" => {""outcome"" => ""success""},
            ""step-116"" => {""outcome"" => ""success""},
            ""step-117"" => {""outcome"" => ""success""},
            ""step-118"" => {""outcome"" => ""success""},
            ""step-119"" => {""outcome"" => ""success""},
            ""step-120"" => {""outcome"" => ""success""},
            ""step-121"" => {""outcome"" => ""success""},
            ""step-122"" => {""outcome"" => ""success""},
            ""step-123"" => {""outcome"" => ""success""},
            ""step-124"" => {""outcome"" => ""success""},
            ""step-125"" => {""outcome"" => ""success""},
            ""step-126"" => {""outcome"" => ""success""},
            ""step-127"" => {""outcome"" => ""success""},
            ""step-128"" => {""outcome"" => ""success""},
            ""step-129"" => {""outcome"" => ""success""},
            ""step-130"" => {""outcome"" => ""success""},
            ""step-131"" => {""outcome"" => ""success""},
            ""step-132"" => {""outcome"" => ""success""},
            ""step-133"" => {""outcome"" => ""success""},
            ""step-134"" => {""outcome"" => ""success""},
            ""step-135"" => {""outcome"" => ""success""},
            ""step-136"" => {""outcome"" => ""success""},
            ""step-137"" => {""outcome"" => ""success""},
            ""step-138"" => {""outcome"" => ""success""},
            ""step-139"" => {""outcome"" => ""success""},
            ""step-140"" => {""outcome"" => ""success""},
            ""step-141"" => {""outcome"" => ""success""},
            ""step-142"" => {""outcome"" => ""success""},
            ""step-143"" => {""outcome"" => ""success""},
            ""step-144"" => {""outcome"" => ""success""},
            ""step-145"" => {""outcome"" => ""success""},
            ""step-146"" => {""outcome"" => ""success""},
            ""step-147"" => {""outcome"" => ""success""},
            ""step-148"" => {""outcome"" => ""success""},
            ""step-149"" => {""outcome"" => ""success""},
            ""step-150"" => {""outcome"" => ""success""},
            ""step-151"" => {""outcome"" => ""success""},
            ""step-152"" => {""outcome"" => ""success""},
            ""step-153"" => {""outcome"" => ""success""},
            ""step-154"" => {""outcome"" => ""success""},
            ""step-155"" => {""outcome"" => ""success""},
            ""step-156"" => {""outcome"" => ""success""},
            ""step-157"" => {""outcome"" => ""success""},
            ""step-158"" => {""outcome"" => ""success""},
            ""step-159"" => {""outcome"" => ""success""},
            ""step-160"" => {""outcome"" => ""success""},
            ""step-161"" => {""outcome"" => ""success""},
            ""step-162"" => {""outcome"" => ""success""},
            ""step-163"" => {""outcome"" => ""success""},
            ""step-164"" => {""outcome"" => ""success""},
            ""step-165"" => {""outcome"" => ""success""},
            ""step-166"" => {""outcome"" => ""success""},
            ""step-167"" => {""outcome"" => ""success""},
            ""step-168"" => {""outcome"" => ""success""},
            ""step-169"" => {""outcome"" => ""success""},
            ""step-170"" => {""outcome"" => ""success""},
            ""step-171"" => {""outcome"" => ""success""},
            ""step-172"" => {""outcome"" => ""success""},
            ""step-173"" => {""outcome"" => ""success""},
            ""step-174"" => {""outcome"" => ""success""},
            ""step-175"" => {""outcome"" => ""success""},
            ""step-176"" => {""outcome"" => ""success""},
            ""step-177"" => {""outcome"" => ""success""},
            ""step-178"" => {""outcome"" => ""success""},
            ""step-179"" => {""outcome"" => ""success""},
            ""step-180"" => {""outcome"" => ""success""},
            ""step-181"" => {""outcome"" => ""success""},
            ""step-182"" => {""outcome"" => ""success""},
            ""step-183"" => {""outcome"" => ""success""},
            ""step-184"" => {""outcome"" => ""success""},
            ""step-185"" => {""outcome"" => ""success""},
            ""step-186"" => {""outcome"" => ""success""},
            ""step-187"" => {""outcome"" => ""success""},
            ""step-188"" => {""outcome"" => ""success""},
            ""step-189"" => {""outcome"" => ""success""},
            ""step-190"" => {""outcome"" => ""success""},
            ""step-191"" => {""outcome"" => ""success""},
            ""step-192"" => {""outcome"" => ""success""},
            ""step-193"" => {""outcome"" => ""success""},
            ""step-194"" => {""outcome"" => ""success""},
            ""step-195"" => {""outcome"" => ""success""},
            ""step-196"" => {""outcome"" => ""success""},
            ""step-197"" => {""outcome"" => ""success""},
            ""step-198"" => {""outcome"" => ""success""},
            ""step-199"" => {""outcome"" => ""success""},
            ""step-200"" => {""outcome"" => ""success""},
            ""step-201"" => {""outcome"" => ""success""},
            ""step-202"" => {""outcome"" => ""success""},
            ""step-203"" => {""outcome"" => ""success""},
            ""step-204"" => {""outcome"" => ""success""},
            ""step-205"" => {""outcome"" => ""success""},
            ""step-206"" => {""outcome"" => ""success""},
            ""step-207"" => {""outcome"" => ""success""},
            ""step-208"" => {""outcome"" => ""success""},
            ""step-209"" => {""outcome"" => ""success""},
            ""step-210"" => {""outcome"" => ""success""},
            ""step-211"" => {""outcome"" => ""success""},
            ""step-212"" => {""outcome"" => ""success""},
            ""step-213"" => {""outcome"" => ""success""},
            ""step-214"" => {""outcome"" => ""success""},
            ""step-215"" => {""outcome"" => ""success""},
            ""step-216"" => {""outcome"" => ""success""},
            ""step-217"" => {""outcome"" => ""success""},
            ""step-218"" => {""outcome"" => ""success""},
            ""step-219"" => {""outcome"" => ""success""},
            ""step-220"" => {""outcome"" => ""success""},
            ""step-221"" => {""outcome"" => ""success""},
            ""step-222"" => {""outcome"" => ""success""},
            ""step-223"" => {""outcome"" => ""success""},
            ""step-224"" => {""outcome"" => ""success""},
            ""step-225"" => {""outcome"" => ""success""},
            ""step-226"" => {""outcome"" => ""success""},
            ""step-227"" => {""outcome"" => ""success""},
            ""step-228"" => {""outcome"" => ""success""},
            ""step-229"" => {""outcome"" => ""success""},
            ""step-230"" => {""outcome"" => ""success""},
            ""step-231"" => {""outcome"" => ""success""},
            ""step-232"" => {""outcome"" => ""success""},
            ""step-233"" => {""outcome"" => ""success""},
            ""step-234"" => {""outcome"" => ""success""},
            ""step-235"" => {""outcome"" => ""success""},
            ""step-236"" => {""outcome"" => ""success""},
            ""step-237"" => {""outcome"" => ""success""}
        },
        ""server-groups"" => undefined
    }
{code}

If the server is controlled by the master the response is normal.
Also, if the CLI connects directly to the slave (i.e. not routing through the master) the output is as shown above, so although the problem seems to only be for slaves it doesn't appear to be a result of how the master is processing the slaves response, since the master is not involved when the CLI directly connects to the slave.",,,
6465,WFCORE-2205,"NullPointerException is thrown when user tries to define already (i.e. previously in current command) defined StringListType attribute. This attempt results in following stack trace and termination of jboss-cli.
{code}
/subsystem=elytron/provider-loader=providerLoader:add(providers=[{class-names=[com.example.Class]},class-names=[{com.example.AnotherClass}Exception in thread ""Aesh Process Loop 749282235"" java.lang.NullPointerException
	at org.jboss.as.cli.impl.DeploymentItemCompleter.getCandidates(DeploymentItemCompleter.java:80)
	at org.jboss.as.cli.impl.DeploymentItemCompleter.complete(DeploymentItemCompleter.java:53)
	at org.jboss.as.cli.impl.ValueTypeCompleter$ValueTypeCallbackHandler.getCandidatesFromMetadata(ValueTypeCompleter.java:433)
	at org.jboss.as.cli.impl.ValueTypeCompleter$ValueTypeCallbackHandler.getSimpleValues(ValueTypeCompleter.java:690)
	at org.jboss.as.cli.impl.ValueTypeCompleter$ValueTypeCallbackHandler.getCandidates(ValueTypeCompleter.java:573)
	at org.jboss.as.cli.impl.ValueTypeCompleter.complete(ValueTypeCompleter.java:346)
	at org.jboss.as.cli.operation.OperationRequestCompleter.complete(OperationRequestCompleter.java:276)
	at org.jboss.as.cli.operation.OperationRequestCompleter.complete(OperationRequestCompleter.java:89)
	at org.jboss.as.cli.CommandCompleter.doComplete(CommandCompleter.java:137)
	at org.jboss.as.cli.CommandCompleter.complete(CommandCompleter.java:64)
	at org.jboss.as.cli.impl.Console$Factory$1$1.complete(Console.java:143)
	at org.jboss.aesh.console.AeshCompletionHandler.complete(AeshCompletionHandler.java:155)
	at org.jboss.aesh.console.AeshInputProcessor.complete(AeshInputProcessor.java:429)
	at org.jboss.aesh.console.AeshInputProcessor.parseOperation(AeshInputProcessor.java:166)
	at org.jboss.aesh.console.Console.processInternalOperation(Console.java:775)
	at org.jboss.aesh.console.Console.execute(Console.java:735)
	at org.jboss.aesh.console.Console.access$900(Console.java:73)
	at org.jboss.aesh.console.Console$6.run(Console.java:644)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
{code}

Expected result:
No NPE thrown, jboss-cli is not terminated.",,,
6466,WFCORE-2201,"When trying to remove read-only, preset paths, exception is logged in server log.
I think this is not necessary and only the response on CLI or other side is sufficient: {code:java}
[standalone@localhost:9990 /] /path=java.home:remove()
{
    ""outcome"" => ""failed"",
    ""failure-description"" => ""WFLYCTL0158: Operation handler failed: java.lang.IllegalArgumentException: WFLYCTL0257: Path entry is read-only: 'java.home'"",
    ""rolled-back"" => true
}
{code}
",,,
6467,WFCORE-2199,"If the server is unable to instantiate RuntimeVaultReader, which will be the case for the WildFly Core dist as it doesn't package the org.picketbox module needed by RuntimeVaultReader, then RuntimeExpressionResolver will ignore vault expressions, allowing the superclass to take over and process them. This will be done incorrectly, as the superclass will treat the first ':' in the vault expression as the delimiter between a system property name and the default value, resolving the expression to everything after that first ':'. So

{code}
${VAULT::datasources::password::123AB45CD}
{code}
resolves to
{code}
:datasources::password::123AB45CD
{code}

Minor as the resolved value is unlikely to be useful, so there will be a failure.

Possibly could be treated as an Enhancement.

Fix would be for RuntimeExpressionResolver to check for the vault expression pattern and throw NoSuchItemException if found and not VaultReader is available.",,,
6503,WFCORE-2193,"*org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase*
{{cd testsuite/domain/}}
{{mvn test -DtestLogToFile=false -Dtest=JmxControlledStateNotificationsTestCase -Dsecurity.manager}}
*org.wildfly.core.test.standalone.mgmt.events.JmxControlledStateNotificationsTestCase*
{{cd testsuite/manualmode/}}
{{mvn test -DtestLogToFile=false -Dtest=JmxControlledStateNotificationsTestCase -Dsecurity.manager}}

Both test cases fail with:
{code}
Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 0.014 sec <<< FAILURE! - in org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase
org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase  Time elapsed: 0.007 sec  <<< FAILURE!
java.lang.AssertionError: {""outcome"" => ""failed"",""result"" => undefined,""failure-description"" => {""WFLYDC0074: Operation failed or was rolled back on all servers. Server failures:"" => {""server-group"" => {""main-server-group"" => {""host"" => {""master"" => {""main-one"" => {""WFLYCTL0080: Failed services"" => {""test.deployment.jmx"" => ""org.jboss.msc.service.StartException in service test.deployment.jmx: java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.util.PropertyPermission\"" \""user.dir\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar:main\"" from Service Module Loader\"")
    Caused by: java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.util.PropertyPermission\"" \""user.dir\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar:main\"" from Service Module Loader\"")""},""WFLYCTL0412: Required services that are not installed:"" => [""test.deployment.jmx""],""WFLYCTL0180: Services with missing/unavailable dependencies"" => undefined}}}}}}},""rolled-back"" => true,""server-groups"" => {""main-server-group"" => {""host"" => {""master"" => {""main-one"" => {""response"" => {""outcome"" => ""failed"",""failure-description"" => {""WFLYCTL0080: Failed services"" => {""test.deployment.jmx"" => ""org.jboss.msc.service.StartException in service test.deployment.jmx: java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.util.PropertyPermission\"" \""user.dir\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar:main\"" from Service Module Loader\"")
    Caused by: java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.util.PropertyPermission\"" \""user.dir\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar:main\"" from Service Module Loader\"")""},""WFLYCTL0412: Required services that are not installed:"" => [""test.deployment.jmx""],""WFLYCTL0180: Services with missing/unavailable dependencies"" => undefined},""rolled-back"" => true}}}}}}}
	at org.junit.Assert.fail(Assert.java:88)
	at org.jboss.as.test.integration.management.rbac.RbacUtil.checkOperationResult(RbacUtil.java:115)
	at org.jboss.as.test.integration.management.rbac.RbacUtil.executeOperation(RbacUtil.java:100)
	at org.wildfly.test.jmx.JMXFacadeListenerDeploymentSetupTask.setup(JMXFacadeListenerDeploymentSetupTask.java:75)
	at org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase.setupDomain(JmxControlledStateNotificationsTestCase.java:66)

org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase  Time elapsed: 0.014 sec  <<< FAILURE!
java.lang.AssertionError: {""outcome"" => ""failed"",""result"" => undefined,""failure-description"" => {""WFLYDC0074: Operation failed or was rolled back on all servers. Server failures:"" => {""server-group"" => {""main-server-group"" => {""host"" => {""master"" => {""main-one"" => ""WFLYCTL0216: Management resource '[(\""deployment\"" => \""test-jmx-notifications-deployment.jar\"")]' not found""}}}}}},""rolled-back"" => true,""server-groups"" => {""main-server-group"" => {""host"" => {""master"" => {""main-one"" => {""response"" => {""outcome"" => ""failed"",""failure-description"" => ""WFLYCTL0216: Management resource '[(\""deployment\"" => \""test-jmx-notifications-deployment.jar\"")]' not found"",""rolled-back"" => true}}}}}}}
	at org.junit.Assert.fail(Assert.java:88)
	at org.jboss.as.test.integration.management.rbac.RbacUtil.checkOperationResult(RbacUtil.java:115)
	at org.jboss.as.test.integration.management.rbac.RbacUtil.executeOperation(RbacUtil.java:100)
	at org.wildfly.test.jmx.JMXFacadeListenerDeploymentSetupTask.tearDown(JMXFacadeListenerDeploymentSetupTask.java:115)
	at org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase.tearDownDomain(JmxControlledStateNotificationsTestCase.java:71)
{code}",,,
6504,WFCORE-2192,optional module dependencies can cause continual redeployment,,,
